Date,Revenue,COGS,total_sessions,total_page_views,total_visitors,avg_bounce_rate,active_promos_count,avg_promo_discount,total_orders,total_discount_amount,year,month,day,dayofweek,is_weekend,Revenue_lag_1,total_orders_lag_1,Revenue_lag_7,total_orders_lag_7,Revenue_lag_14,total_orders_lag_14,Revenue_lag_30,total_orders_lag_30
2016-12-08,2075549.34,2136761.21,18023.0,73555.0,13994.0,0.00476,1.0,20.0,113,415109.91,2016,12,8,3,0,2299467.49,131.0,2358573.02,119.0,1693041.1,92.0,2902668.64,112.0
2016-12-09,2553283.93,2600587.96,17983.0,64924.0,13716.0,0.00516,1.0,20.0,129,510656.78,2016,12,9,4,0,2075549.34,113.0,907573.74,41.0,3314537.94,180.0,3088936.2,117.0
2016-12-10,2913080.54,2889190.43,19218.0,91028.0,14825.0,0.00513,1.0,20.0,142,582616.0599999999,2016,12,10,5,1,2553283.93,129.0,1333890.05,70.0,3392192.14,177.0,3524443.54,117.0
2016-12-11,2853330.5,2812545.24,16676.0,65996.0,11969.0,0.00442,1.0,20.0,156,570666.13,2016,12,11,6,1,2913080.54,142.0,2237557.76,107.0,5299633.2,309.0,3242466.89,115.0
2016-12-12,3248145.42,3217430.0,13350.0,51730.0,9592.0,0.00349,1.0,20.0,188,649629.1,2016,12,12,0,0,2853330.5,156.0,1925286.27,105.0,5196318.58,286.0,4067309.35,151.0
2016-12-13,3823629.31,3830277.56,15412.0,67548.0,11215.0,0.00536,1.0,20.0,221,764725.77,2016,12,13,1,0,3248145.42,188.0,2605334.49,151.0,4921786.18,258.0,4108240.53,147.0
2016-12-14,2792734.55,2831410.87,13095.0,60583.0,9864.0,0.0042,1.0,20.0,160,558546.94,2016,12,14,2,0,3823629.31,221.0,2299467.49,131.0,3832887.02,211.0,5384564.17,210.0
2016-12-15,2707101.38,2742933.88,16207.0,82968.0,12614.0,0.00458,1.0,20.0,149,541420.25,2016,12,15,3,0,2792734.55,160.0,2075549.34,113.0,2358573.02,119.0,4067351.79,162.0
2016-12-16,2646651.72,2651717.38,15939.0,53942.0,11652.0,0.00536,1.0,20.0,140,529330.33,2016,12,16,4,0,2707101.38,149.0,2553283.93,129.0,907573.74,41.0,2666254.64,119.0
2016-12-17,3238132.58,3280502.46,14917.0,63940.0,12185.0,0.0039,1.0,20.0,185,647626.54,2016,12,17,5,1,2646651.72,140.0,2913080.54,142.0,1333890.05,70.0,3253737.52,115.0
2016-12-18,3271429.4,3285398.32,15169.0,62649.0,11685.0,0.00373,1.0,20.0,191,654285.85,2016,12,18,6,1,3238132.58,185.0,2853330.5,156.0,2237557.76,107.0,2750384.49,134.0
2016-12-19,4135316.35,4095588.8,18344.0,67232.0,13487.0,0.00352,1.0,20.0,248,827063.25,2016,12,19,0,0,3271429.4,191.0,3248145.42,188.0,1925286.27,105.0,3049656.36,133.0
2016-12-20,4293749.29,4224108.67,16681.0,74053.0,12738.0,0.00346,1.0,20.0,287,858749.85,2016,12,20,1,0,4135316.35,248.0,3823629.31,221.0,2605334.49,151.0,2422645.76,119.0
2016-12-21,4279775.59,4100591.43,15734.0,54528.0,12849.0,0.0043,1.0,20.0,255,855955.08,2016,12,21,2,0,4293749.29,287.0,2792734.55,160.0,2299467.49,131.0,2849528.18,129.0
2016-12-22,3117384.48,3057416.11,15796.0,56842.0,11671.0,0.00422,1.0,20.0,186,623476.87,2016,12,22,3,0,4279775.59,255.0,2707101.38,149.0,2075549.34,113.0,2953802.19,125.0
2016-12-23,2500798.47,2509747.01,15987.0,68313.0,11280.0,0.00422,1.0,20.0,138,500159.73,2016,12,23,4,0,3117384.48,186.0,2646651.72,140.0,2553283.93,129.0,1781135.32,96.0
2016-12-24,2034069.49,2007308.18,13567.0,66087.0,10748.0,0.0049,1.0,20.0,121,406813.93,2016,12,24,5,1,2500798.47,138.0,3238132.58,185.0,2913080.54,142.0,1693041.1,92.0
2016-12-25,3488378.94,3406046.44,16706.0,71340.0,12156.0,0.00409,1.0,20.0,221,697675.69,2016,12,25,6,1,2034069.49,121.0,3271429.4,191.0,2853330.5,156.0,3314537.94,180.0
2016-12-26,3839559.68,3806837.33,14146.0,52010.0,10364.0,0.00412,1.0,20.0,284,767911.88,2016,12,26,0,0,3488378.94,221.0,4135316.35,248.0,3248145.42,188.0,3392192.14,177.0
2016-12-27,5844260.6,5750792.35,16063.0,52487.0,12885.0,0.00326,1.0,20.0,368,1168852.14,2016,12,27,1,0,3839559.68,284.0,4293749.29,287.0,3823629.31,221.0,5299633.2,309.0
2016-12-28,7554359.22,7421332.69,13341.0,58408.0,9462.0,0.00536,1.0,20.0,524,1510871.86,2016,12,28,2,0,5844260.6,368.0,4279775.59,255.0,2792734.55,160.0,5196318.58,286.0
2016-12-29,7928143.58,7951767.41,15158.0,76740.0,11598.0,0.00376,1.0,20.0,479,1585628.67,2016,12,29,3,0,7554359.22,524.0,3117384.48,186.0,2707101.38,149.0,4921786.18,258.0
2016-12-30,5840732.73,5741938.39,14375.0,55377.0,11585.0,0.00346,1.0,20.0,370,1140505.78,2016,12,30,4,0,7928143.58,479.0,2500798.47,138.0,2646651.72,140.0,3832887.02,211.0
2016-12-31,4969730.15,4920694.41,17037.0,70383.0,12745.0,0.00342,1.0,20.0,293,872665.42,2016,12,31,5,1,5840732.73,370.0,2034069.49,121.0,3238132.58,185.0,2358573.02,119.0
2017-01-01,3998895.08,3583814.01,12622.0,40788.0,10240.0,0.00428,1.0,20.0,204,550014.73,2017,1,1,6,1,4969730.15,293.0,3488378.94,221.0,3271429.4,191.0,907573.74,41.0
2017-01-02,1748553.87,1374452.07,11539.0,61868.0,9413.0,0.00549,1.0,20.0,57,1499.26,2017,1,2,0,0,3998895.08,204.0,3839559.68,284.0,4135316.35,248.0,1333890.05,70.0
2017-01-03,1891837.91,1573537.28,11507.0,55783.0,8946.0,0.00542,0.0,0.0,68,0.0,2017,1,3,1,0,1748553.87,57.0,5844260.6,368.0,4293749.29,287.0,2237557.76,107.0
2017-01-04,847466.28,682698.81,10925.0,50441.0,8136.0,0.00384,0.0,0.0,36,0.0,2017,1,4,2,0,1891837.91,68.0,7554359.22,524.0,4279775.59,255.0,1925286.27,105.0
2017-01-05,1464435.52,1145400.53,12054.0,55335.0,9143.0,0.00487,0.0,0.0,57,0.0,2017,1,5,3,0,847466.28,36.0,7928143.58,479.0,3117384.48,186.0,2605334.49,151.0
2017-01-06,2311449.24,1842665.52,13380.0,58369.0,9430.0,0.00382,0.0,0.0,79,0.0,2017,1,6,4,0,1464435.52,57.0,5840732.73,370.0,2500798.47,138.0,2299467.49,131.0
2017-01-07,2148635.45,1767280.58,13715.0,61889.0,10628.0,0.00404,0.0,0.0,75,0.0,2017,1,7,5,1,2311449.24,79.0,4969730.15,293.0,2034069.49,121.0,2075549.34,113.0
2017-01-08,2907768.3,2272946.44,12389.0,43499.0,9146.0,0.00392,0.0,0.0,105,0.0,2017,1,8,6,1,2148635.45,75.0,3998895.08,204.0,3488378.94,221.0,2553283.93,129.0
2017-01-09,3437216.12,2814472.11,11802.0,58449.0,8776.0,0.00466,0.0,0.0,129,0.0,2017,1,9,0,0,2907768.3,105.0,1748553.87,57.0,3839559.68,284.0,2913080.54,142.0
2017-01-10,3014515.71,2440786.22,12803.0,65574.0,9158.0,0.00514,0.0,0.0,111,0.0,2017,1,10,1,0,3437216.12,129.0,1891837.91,68.0,5844260.6,368.0,2853330.5,156.0
2017-01-11,2227157.79,1674420.56,13414.0,52857.0,9660.0,0.00537,0.0,0.0,95,0.0,2017,1,11,2,0,3014515.71,111.0,847466.28,36.0,7554359.22,524.0,3248145.42,188.0
2017-01-12,2704158.21,2101198.8,12525.0,45854.0,9985.0,0.00521,0.0,0.0,92,0.0,2017,1,12,3,0,2227157.79,95.0,1464435.52,57.0,7928143.58,479.0,3823629.31,221.0
2017-01-13,3136819.59,2599219.64,14039.0,55457.0,11266.0,0.00543,0.0,0.0,105,0.0,2017,1,13,4,0,2704158.21,92.0,2311449.24,79.0,5840732.73,370.0,2792734.55,160.0
2017-01-14,2056300.58,1704845.73,14325.0,55281.0,10550.0,0.00325,0.0,0.0,75,0.0,2017,1,14,5,1,3136819.59,105.0,2148635.45,75.0,4969730.15,293.0,2707101.38,149.0
2017-01-15,2415343.55,1994964.86,12653.0,44274.0,9484.0,0.00529,0.0,0.0,99,0.0,2017,1,15,6,1,2056300.58,75.0,2907768.3,105.0,3998895.08,204.0,2646651.72,140.0
2017-01-16,3848368.92,3102404.56,13013.0,44548.0,9791.0,0.00437,0.0,0.0,133,0.0,2017,1,16,0,0,2415343.55,99.0,3437216.12,129.0,1748553.87,57.0,3238132.58,185.0
2017-01-17,2829843.68,2229864.7,10949.0,40253.0,8323.0,0.00326,0.0,0.0,108,0.0,2017,1,17,1,0,3848368.92,133.0,3014515.71,111.0,1891837.91,68.0,3271429.4,191.0
2017-01-18,2138817.82,1652537.47,12495.0,55397.0,8815.0,0.00489,0.0,0.0,84,0.0,2017,1,18,2,0,2829843.68,108.0,2227157.79,95.0,847466.28,36.0,4135316.35,248.0
2017-01-19,2663777.41,2187863.56,12554.0,49214.0,10249.0,0.00469,0.0,0.0,97,0.0,2017,1,19,3,0,2138817.82,84.0,2704158.21,92.0,1464435.52,57.0,4293749.29,287.0
2017-01-20,2871845.05,2318588.01,11811.0,59903.0,9397.0,0.00451,0.0,0.0,92,0.0,2017,1,20,4,0,2663777.41,97.0,3136819.59,105.0,2311449.24,79.0,4279775.59,255.0
2017-01-21,2790303.1,2232164.85,12422.0,49377.0,9307.0,0.00369,0.0,0.0,87,0.0,2017,1,21,5,1,2871845.05,92.0,2056300.58,75.0,2148635.45,75.0,3117384.48,186.0
2017-01-22,2438538.62,2064760.98,12462.0,64210.0,9257.0,0.00561,0.0,0.0,91,0.0,2017,1,22,6,1,2790303.1,87.0,2415343.55,99.0,2907768.3,105.0,2500798.47,138.0
2017-01-23,3466339.69,2719480.1,12834.0,46316.0,10063.0,0.00328,0.0,0.0,127,0.0,2017,1,23,0,0,2438538.62,91.0,3848368.92,133.0,3437216.12,129.0,2034069.49,121.0
2017-01-24,2856042.21,2288079.89,13391.0,43170.0,9706.0,0.00448,0.0,0.0,115,0.0,2017,1,24,1,0,3466339.69,127.0,2829843.68,108.0,3014515.71,111.0,3488378.94,221.0
2017-01-25,2345949.16,1953862.54,14150.0,59924.0,10329.0,0.0043,0.0,0.0,74,0.0,2017,1,25,2,0,2856042.21,115.0,2138817.82,84.0,2227157.79,95.0,3839559.68,284.0
2017-01-26,3398297.86,2689465.29,12150.0,39488.0,8685.0,0.00429,0.0,0.0,102,0.0,2017,1,26,3,0,2345949.16,74.0,2663777.41,97.0,2704158.21,92.0,5844260.6,368.0
2017-01-27,3893498.97,3118864.85,13150.0,51437.0,9777.0,0.00565,0.0,0.0,139,0.0,2017,1,27,4,0,3398297.86,102.0,2871845.05,92.0,3136819.59,105.0,7554359.22,524.0
2017-01-28,5454445.79,4466542.85,13864.0,51529.0,10045.0,0.00566,0.0,0.0,204,0.0,2017,1,28,5,1,3893498.97,139.0,2790303.1,87.0,2056300.58,75.0,7928143.58,479.0
2017-01-29,6530902.38,5313138.23,13325.0,65733.0,10241.0,0.0034,0.0,0.0,205,0.0,2017,1,29,6,1,5454445.79,204.0,2438538.62,91.0,2415343.55,99.0,5840732.73,370.0
2017-01-30,5647441.37,4545794.61,14275.0,68719.0,10425.0,0.00453,1.0,15.0,211,9192.6,2017,1,30,0,0,6530902.38,205.0,3466339.69,127.0,3848368.92,133.0,4969730.15,293.0
2017-01-31,5786663.6,4731579.01,13101.0,45137.0,10062.0,0.00354,1.0,15.0,195,1635.43,2017,1,31,1,0,5647441.37,211.0,2856042.21,115.0,2829843.68,108.0,3998895.08,204.0
2017-02-01,3754242.39,3007642.45,20232.0,104667.0,15351.0,0.00577,1.0,15.0,136,2206.29,2017,2,1,2,0,5786663.6,195.0,2345949.16,74.0,2138817.82,84.0,1748553.87,57.0
2017-02-02,2084558.98,1704689.79,19312.0,65888.0,14146.0,0.00445,1.0,15.0,69,43504.61,2017,2,2,3,0,3754242.39,136.0,3398297.86,102.0,2663777.41,97.0,1891837.91,68.0
2017-02-03,2527455.7,2118774.82,20370.0,82660.0,16455.0,0.00362,1.0,15.0,70,66714.52,2017,2,3,4,0,2084558.98,69.0,3893498.97,139.0,2871845.05,92.0,847466.28,36.0
2017-02-04,2511052.37,2067059.03,18498.0,98103.0,13014.0,0.00502,1.0,15.0,84,40008.07,2017,2,4,5,1,2527455.7,70.0,5454445.79,204.0,2790303.1,87.0,1464435.52,57.0
2017-02-05,2436308.96,2039899.33,19918.0,64989.0,14950.0,0.00524,1.0,15.0,95,64730.38,2017,2,5,6,1,2511052.37,84.0,6530902.38,205.0,2438538.62,91.0,2311449.24,79.0
2017-02-06,2567404.94,2085607.67,16421.0,77641.0,13077.0,0.00532,1.0,15.0,108,80304.04,2017,2,6,0,0,2436308.96,95.0,5647441.37,211.0,3466339.69,127.0,2148635.45,75.0
2017-02-07,2738634.88,2219123.05,19113.0,80835.0,14914.0,0.00413,1.0,15.0,112,70394.02,2017,2,7,1,0,2567404.94,108.0,5786663.6,195.0,2856042.21,115.0,2907768.3,105.0
2017-02-08,1933130.03,1586818.66,18913.0,101831.0,13297.0,0.00382,1.0,15.0,80,69406.01,2017,2,8,2,0,2738634.88,112.0,3754242.39,136.0,2345949.16,74.0,3437216.12,129.0
2017-02-09,2516914.69,2076822.36,19358.0,82492.0,14364.0,0.00476,1.0,15.0,97,88614.06,2017,2,9,3,0,1933130.03,80.0,2084558.98,69.0,3398297.86,102.0,3014515.71,111.0
2017-02-10,2588464.94,2130151.17,20565.0,100848.0,14652.0,0.00489,1.0,15.0,90,63552.4,2017,2,10,4,0,2516914.69,97.0,2527455.7,70.0,3893498.97,139.0,2227157.79,95.0
2017-02-11,3014037.02,2552520.25,20397.0,85105.0,15311.0,0.00527,1.0,15.0,108,134680.25,2017,2,11,5,1,2588464.94,90.0,2511052.37,84.0,5454445.79,204.0,2704158.21,92.0
2017-02-12,3603536.48,2886850.52,19746.0,63249.0,15695.0,0.00431,1.0,15.0,132,110955.75,2017,2,12,6,1,3014037.02,108.0,2436308.96,95.0,6530902.38,205.0,3136819.59,105.0
2017-02-13,4440040.43,3602625.97,18134.0,64163.0,13438.0,0.00406,1.0,15.0,164,157304.96,2017,2,13,0,0,3603536.48,132.0,2567404.94,108.0,5647441.37,211.0,2056300.58,75.0
2017-02-14,3875527.43,3254271.21,20499.0,84387.0,15808.0,0.00432,1.0,15.0,130,78413.8,2017,2,14,1,0,4440040.43,164.0,2738634.88,112.0,5786663.6,195.0,2415343.55,99.0
2017-02-15,2042667.61,1725509.05,18861.0,62685.0,14219.0,0.00568,1.0,15.0,77,75994.05,2017,2,15,2,0,3875527.43,130.0,1933130.03,80.0,3754242.39,136.0,3848368.92,133.0
2017-02-16,3533527.8,2858753.36,21116.0,72121.0,14886.0,0.0036,1.0,15.0,114,108238.99,2017,2,16,3,0,2042667.61,77.0,2516914.69,97.0,2084558.98,69.0,2829843.68,108.0
2017-02-17,3023518.61,2507056.83,19370.0,104239.0,14607.0,0.00552,1.0,15.0,120,87099.98,2017,2,17,4,0,3533527.8,114.0,2588464.94,90.0,2527455.7,70.0,2138817.82,84.0
2017-02-18,3277433.63,2800726.99,16868.0,64837.0,13003.0,0.00401,1.0,15.0,119,73777.98,2017,2,18,5,1,3023518.61,120.0,3014037.02,108.0,2511052.37,84.0,2663777.41,97.0
2017-02-19,4520643.56,3744775.49,19576.0,65886.0,14548.0,0.00332,1.0,15.0,155,116932.21,2017,2,19,6,1,3277433.63,119.0,3603536.48,132.0,2436308.96,95.0,2871845.05,92.0
2017-02-20,5623470.83,4661358.55,20870.0,96876.0,14625.0,0.0045,1.0,15.0,210,178826.78,2017,2,20,0,0,4520643.56,155.0,4440040.43,164.0,2567404.94,108.0,2790303.1,87.0
2017-02-21,5243661.46,4397106.06,18854.0,88714.0,13238.0,0.00333,1.0,15.0,177,115810.09,2017,2,21,1,0,5623470.83,210.0,3875527.43,130.0,2738634.88,112.0,2438538.62,91.0
2017-02-22,4461426.24,3673004.77,17550.0,85769.0,12520.0,0.00356,1.0,15.0,154,102101.95,2017,2,22,2,0,5243661.46,177.0,2042667.61,77.0,1933130.03,80.0,3466339.69,127.0
2017-02-23,5005082.74,4050645.07,19901.0,92090.0,15174.0,0.00563,1.0,15.0,153,76690.94,2017,2,23,3,0,4461426.24,154.0,3533527.8,114.0,2516914.69,97.0,2856042.21,115.0
2017-02-24,5197080.94,4291124.12,18825.0,70231.0,15336.0,0.00519,1.0,15.0,188,108044.19,2017,2,24,4,0,5005082.74,153.0,3023518.61,120.0,2588464.94,90.0,2345949.16,74.0
2017-02-25,7193655.77,5984598.22,21844.0,118820.0,17534.0,0.00564,1.0,15.0,270,229124.84,2017,2,25,5,1,5197080.94,188.0,3277433.63,119.0,3014037.02,108.0,3398297.86,102.0
2017-02-26,6951383.99,5568547.06,19969.0,94524.0,14510.0,0.0044,1.0,15.0,248,173017.79,2017,2,26,6,1,7193655.77,270.0,4520643.56,155.0,3603536.48,132.0,3893498.97,139.0
2017-02-27,7418488.93,6084966.92,16986.0,90178.0,13530.0,0.00535,1.0,15.0,279,233590.55,2017,2,27,0,0,6951383.99,248.0,5623470.83,210.0,4440040.43,164.0,5454445.79,204.0
2017-02-28,5900508.14,4852701.48,18395.0,80475.0,14684.0,0.00375,1.0,15.0,237,160828.81,2017,2,28,1,0,7418488.93,279.0,5243661.46,177.0,3875527.43,130.0,6530902.38,205.0
2017-03-01,4138759.12,3461752.84,31339.0,117827.0,25451.0,0.0055,1.0,15.0,159,111247.76,2017,3,1,2,0,5900508.14,237.0,4461426.24,154.0,2042667.61,77.0,5647441.37,211.0
2017-03-02,1084768.59,894235.96,26292.0,93912.0,20817.0,0.00477,0.0,0.0,42,0.0,2017,3,2,3,0,4138759.12,159.0,5005082.74,153.0,3533527.8,114.0,5786663.6,195.0
2017-03-03,1291387.67,1088338.93,22532.0,122003.0,17241.0,0.00398,0.0,0.0,37,0.0,2017,3,3,4,0,1084768.59,42.0,5197080.94,188.0,3023518.61,120.0,3754242.39,136.0
2017-03-04,1414852.54,1091358.11,26587.0,129329.0,19627.0,0.00426,0.0,0.0,49,0.0,2017,3,4,5,1,1291387.67,37.0,7193655.77,270.0,3277433.63,119.0,2084558.98,69.0
2017-03-05,2359240.19,1784452.73,24658.0,107200.0,20216.0,0.00566,0.0,0.0,70,0.0,2017,3,5,6,1,1414852.54,49.0,6951383.99,248.0,4520643.56,155.0,2527455.7,70.0
2017-03-06,3890607.23,3160109.06,25866.0,119513.0,18584.0,0.00452,0.0,0.0,129,0.0,2017,3,6,0,0,2359240.19,70.0,7418488.93,279.0,5623470.83,210.0,2511052.37,84.0
2017-03-07,3220221.21,2644266.94,26052.0,121338.0,21324.0,0.0041,0.0,0.0,111,0.0,2017,3,7,1,0,3890607.23,129.0,5900508.14,237.0,5243661.46,177.0,2436308.96,95.0
2017-03-08,4553707.12,3607122.81,24150.0,126445.0,19653.0,0.004,0.0,0.0,151,0.0,2017,3,8,2,0,3220221.21,111.0,4138759.12,159.0,4461426.24,154.0,2567404.94,108.0
2017-03-09,4967983.41,4034647.4,29725.0,144087.0,22479.0,0.00543,0.0,0.0,173,0.0,2017,3,9,3,0,4553707.12,151.0,1084768.59,42.0,5005082.74,153.0,2738634.88,112.0
2017-03-10,6057343.95,4929376.63,25479.0,107208.0,20206.0,0.00343,0.0,0.0,179,0.0,2017,3,10,4,0,4967983.41,173.0,1291387.67,37.0,5197080.94,188.0,1933130.03,80.0
2017-03-11,4368486.87,3465509.34,29217.0,153598.0,21324.0,0.00485,0.0,0.0,155,0.0,2017,3,11,5,1,6057343.95,179.0,1414852.54,49.0,7193655.77,270.0,2516914.69,97.0
2017-03-12,3116003.75,2481856.51,28008.0,90754.0,20985.0,0.00346,0.0,0.0,124,0.0,2017,3,12,6,1,4368486.87,155.0,2359240.19,70.0,6951383.99,248.0,2588464.94,90.0
2017-03-13,4924647.72,4152542.23,25233.0,131380.0,19194.0,0.00412,0.0,0.0,167,0.0,2017,3,13,0,0,3116003.75,124.0,3890607.23,129.0,7418488.93,279.0,3014037.02,108.0
2017-03-14,5669415.23,4519981.15,27428.0,134330.0,19351.0,0.00442,0.0,0.0,188,0.0,2017,3,14,1,0,4924647.72,167.0,3220221.21,111.0,5900508.14,237.0,3603536.48,132.0
2017-03-15,7298281.44,5862653.36,26362.0,121330.0,19478.0,0.00423,0.0,0.0,242,0.0,2017,3,15,2,0,5669415.23,188.0,4553707.12,151.0,4138759.12,159.0,4440040.43,164.0
2017-03-16,7437742.79,6020449.52,23997.0,93928.0,18520.0,0.00322,0.0,0.0,257,0.0,2017,3,16,3,0,7298281.44,242.0,4967983.41,173.0,1084768.59,42.0,3875527.43,130.0
2017-03-17,7834618.24,6274517.1,28117.0,102977.0,20066.0,0.00454,0.0,0.0,269,0.0,2017,3,17,4,0,7437742.79,257.0,6057343.95,179.0,1291387.67,37.0,2042667.61,77.0
2017-03-18,5974783.9,4875618.15,26019.0,122810.0,21045.0,0.00426,1.0,12.0,194,44743.340000000004,2017,3,18,5,1,7834618.24,269.0,4368486.87,155.0,1414852.54,49.0,3533527.8,114.0
2017-03-19,5122059.27,4468071.53,30770.0,120261.0,24465.0,0.00578,1.0,12.0,188,229642.91,2017,3,19,6,1,5974783.9,194.0,3116003.75,124.0,2359240.19,70.0,3023518.61,120.0
2017-03-20,5574811.65,4750949.98,26717.0,140692.0,21702.0,0.00558,1.0,12.0,202,448156.06,2017,3,20,0,0,5122059.27,188.0,4924647.72,167.0,3890607.23,129.0,3277433.63,119.0
2017-03-21,6395400.59,5699224.23,28025.0,140613.0,21297.0,0.00496,1.0,12.0,253,673640.54,2017,3,21,1,0,5574811.65,202.0,5669415.23,188.0,3220221.21,111.0,4520643.56,155.0
2017-03-22,6704488.72,5884865.16,29633.0,125447.0,22377.0,0.00386,1.0,12.0,278,804538.62,2017,3,22,2,0,6395400.59,253.0,7298281.44,242.0,4553707.12,151.0,5623470.83,210.0
2017-03-23,8227253.04,7586583.97,27385.0,112532.0,19403.0,0.00331,1.0,12.0,315,987270.36,2017,3,23,3,0,6704488.72,278.0,7437742.79,257.0,4967983.41,173.0,5243661.46,177.0
2017-03-24,8043513.7,7275137.93,29258.0,108868.0,21262.0,0.00379,1.0,12.0,301,965221.57,2017,3,24,4,0,8227253.04,315.0,7834618.24,269.0,6057343.95,179.0,4461426.24,154.0
2017-03-25,5949599.34,5438511.57,24253.0,80650.0,19444.0,0.00541,1.0,12.0,230,713951.95,2017,3,25,5,1,8043513.7,301.0,5974783.9,194.0,4368486.87,155.0,5005082.74,153.0
2017-03-26,5631526.96,5140078.21,25932.0,85961.0,20343.0,0.00502,1.0,12.0,233,675783.2,2017,3,26,6,1,5949599.34,230.0,5122059.27,188.0,3116003.75,124.0,5197080.94,188.0
2017-03-27,6690279.11,5981854.17,28655.0,106341.0,22329.0,0.00349,1.0,12.0,283,802833.52,2017,3,27,0,0,5631526.96,233.0,5574811.65,202.0,4924647.72,167.0,7193655.77,270.0
2017-03-28,7528150.84,6808020.58,27352.0,104654.0,19599.0,0.00538,1.0,12.0,315,903378.07,2017,3,28,1,0,6690279.11,283.0,6395400.59,253.0,5669415.23,188.0,6951383.99,248.0
2017-03-29,8839810.76,8216778.38,24119.0,116628.0,17923.0,0.00461,1.0,12.0,374,1060777.32,2017,3,29,2,0,7528150.84,315.0,6704488.72,278.0,7298281.44,242.0,7418488.93,279.0
2017-03-30,17516038.82,16224964.49,26971.0,86387.0,19071.0,0.00398,1.0,12.0,725,2101924.52,2017,3,30,3,0,8839810.76,374.0,8227253.04,315.0,7437742.79,257.0,5900508.14,237.0
2017-03-31,16556662.03,15209810.1,24915.0,92676.0,20002.0,0.00326,1.0,12.0,656,1986799.35,2017,3,31,4,0,17516038.82,725.0,8043513.7,301.0,7834618.24,269.0,4138759.12,159.0
2017-04-01,15808755.61,14645912.76,38431.0,187339.0,28563.0,0.00481,1.0,12.0,599,1897050.66,2017,4,1,5,1,16556662.03,656.0,5949599.34,230.0,5974783.9,194.0,1084768.59,42.0
2017-04-02,14750037.65,13407725.54,40207.0,178934.0,28170.0,0.00426,1.0,12.0,553,1770004.52,2017,4,2,6,1,15808755.61,599.0,5631526.96,233.0,5122059.27,188.0,1291387.67,37.0
2017-04-03,11986923.68,10898039.76,33072.0,112801.0,25843.0,0.00483,1.0,12.0,458,1438430.86,2017,4,3,0,0,14750037.65,553.0,6690279.11,283.0,5574811.65,202.0,1414852.54,49.0
2017-04-04,3822590.98,3438348.87,33989.0,155858.0,27225.0,0.0039,1.0,12.0,151,458710.93,2017,4,4,1,0,11986923.68,458.0,7528150.84,315.0,6395400.59,253.0,2359240.19,70.0
2017-04-05,4629254.97,4199168.99,36364.0,177513.0,25936.0,0.00454,1.0,12.0,192,555510.52,2017,4,5,2,0,3822590.98,151.0,8839810.76,374.0,6704488.72,278.0,3890607.23,129.0
2017-04-06,3991728.43,3603945.57,34141.0,126208.0,24945.0,0.00403,1.0,12.0,160,479007.4,2017,4,6,3,0,4629254.97,192.0,17516038.82,725.0,8227253.04,315.0,3220221.21,111.0
2017-04-07,3428956.51,3033332.62,32188.0,157226.0,25653.0,0.0051,1.0,12.0,142,411474.79,2017,4,7,4,0,3991728.43,160.0,16556662.03,656.0,8043513.7,301.0,4553707.12,151.0
2017-04-08,3512061.04,3104040.68,40281.0,155181.0,28931.0,0.00332,1.0,12.0,149,421447.38,2017,4,8,5,1,3428956.51,142.0,15808755.61,599.0,5949599.34,230.0,4967983.41,173.0
2017-04-09,5195329.1,4683867.18,34091.0,185984.0,24873.0,0.00379,1.0,12.0,188,623439.52,2017,4,9,6,1,3512061.04,149.0,14750037.65,553.0,5631526.96,233.0,6057343.95,179.0
2017-04-10,4956146.85,4458418.44,33877.0,131585.0,24739.0,0.0058,1.0,12.0,216,594737.6,2017,4,10,0,0,5195329.1,188.0,11986923.68,458.0,6690279.11,283.0,4368486.87,155.0
2017-04-11,6400896.15,5775011.4,32932.0,125962.0,23764.0,0.00334,1.0,12.0,249,768107.56,2017,4,11,1,0,4956146.85,216.0,3822590.98,151.0,7528150.84,315.0,3116003.75,124.0
2017-04-12,6346191.53,5932271.71,35148.0,152289.0,27088.0,0.00386,1.0,12.0,275,761543.04,2017,4,12,2,0,6400896.15,249.0,4629254.97,192.0,8839810.76,374.0,4924647.72,167.0
2017-04-13,6080699.31,5675033.32,42500.0,161371.0,34195.0,0.00475,1.0,12.0,240,729683.93,2017,4,13,3,0,6346191.53,275.0,3991728.43,160.0,17516038.82,725.0,5669415.23,188.0
2017-04-14,5046450.29,4501125.15,37043.0,185341.0,27050.0,0.00473,1.0,12.0,206,588181.37,2017,4,14,4,0,6080699.31,240.0,3428956.51,142.0,16556662.03,656.0,7298281.44,242.0
2017-04-15,5118767.2,4382670.97,35179.0,114493.0,26145.0,0.00431,1.0,12.0,194,345303.75,2017,4,15,5,1,5046450.29,206.0,3512061.04,149.0,15808755.61,599.0,7437742.79,257.0
2017-04-16,5550880.17,4613246.21,33153.0,136032.0,24240.0,0.00321,1.0,12.0,222,208769.01,2017,4,16,6,1,5118767.2,194.0,5195329.1,188.0,14750037.65,553.0,7834618.24,269.0
2017-04-17,6659045.31,5533903.49,28523.0,137529.0,22616.0,0.00333,1.0,12.0,223,66213.03,2017,4,17,0,0,5550880.17,222.0,4956146.85,216.0,11986923.68,458.0,5974783.9,194.0
2017-04-18,8056843.67,6512827.94,32079.0,106023.0,24550.0,0.00323,0.0,0.0,268,0.0,2017,4,18,1,0,6659045.31,223.0,6400896.15,249.0,3822590.98,151.0,5122059.27,188.0
